year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,1,557,600,-3,838,846,-8,B6,79,N593JB,JFK,MCO,140,944,6,0,2013-01-01T11:00:00Z
2013,1,1,558,600,-2,849,851,-2,B6,49,N793JB,JFK,PBI,149,1028,6,0,2013-01-01T11:00:00Z
2013,1,1,558,600,-2,853,856,-3,B6,71,N657JB,JFK,TPA,158,1005,6,0,2013-01-01T11:00:00Z
2013,1,1,600,600,0,851,858,-7,B6,371,N595JB,LGA,FLL,152,1076,6,0,2013-01-01T11:00:00Z
2013,1,1,606,610,-4,858,910,-12,AA,1895,N633AA,EWR,MIA,152,1085,6,10,2013-01-01T11:00:00Z
2013,1,1,624,630,-6,909,840,29,EV,4626,N11107,EWR,MSP,190,1008,6,30,2013-01-01T11:00:00Z
2013,1,1,655,655,0,1021,1030,-9,DL,1415,N3763D,JFK,SLC,294,1990,6,55,2013-01-01T11:00:00Z
2013,1,1,656,700,-4,948,1011,-23,UA,1115,N24212,EWR,TPA,156,997,7,0,2013-01-01T12:00:00Z
2013,1,1,709,700,9,852,832,20,UA,1092,N26226,LGA,ORD,135,733,7,0,2013-01-01T12:00:00Z
2013,1,1,715,713,2,911,850,21,UA,544,N841UA,EWR,ORD,156,719,7,13,2013-01-01T12:00:00Z
2013,1,1,800,810,-10,949,955,-6,MQ,4406,N828MQ,JFK,RDU,80,427,8,10,2013-01-01T13:00:00Z
2013,1,1,812,814,-2,1040,1017,23,EV,4537,N17108,EWR,MEM,180,946,8,14,2013-01-01T13:00:00Z
2013,1,1,820,820,0,1254,1310,-16,B6,717,N527JB,JFK,SJU,190,1598,8,20,2013-01-01T13:00:00Z
2013,1,1,820,830,-10,940,954,-14,DL,27,N324US,JFK,BOS,36,187,8,30,2013-01-01T13:00:00Z
2013,1,1,823,825,-2,1019,1024,-5,US,487,N655AW,JFK,CLT,96,541,8,25,2013-01-01T13:00:00Z
2013,1,1,828,830,-2,1027,1012,15,B6,905,N274JB,JFK,ORD,160,740,8,30,2013-01-01T13:00:00Z
2013,1,1,856,900,-4,1226,1220,6,AA,1,N324AA,JFK,LAX,358,2475,9,0,2013-01-01T14:00:00Z
2013,1,1,856,855,1,1140,1203,-23,UA,1296,N75426,EWR,PBI,150,1023,8,55,2013-01-01T13:00:00Z
2013,1,1,900,900,0,1211,1203,8,UA,1170,N19130,EWR,FLL,161,1065,9,0,2013-01-01T14:00:00Z
2013,1,1,917,920,-3,1313,1245,28,AA,721,N596AA,LGA,DFW,258,1389,9,20,2013-01-01T14:00:00Z
2013,1,1,917,915,2,1206,1211,-5,B6,41,N568JB,JFK,MCO,145,944,9,15,2013-01-01T14:00:00Z
2013,1,1,946,959,-13,1146,1202,-16,EV,4175,N15912,EWR,AVL,105,583,9,59,2013-01-01T14:00:00Z
