year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,1,533,529,4,850,830,20,UA,1714,N24211,LGA,IAH,227,1416,5,29,2013-01-01T10:00:00Z
2013,1,1,542,540,2,923,850,33,AA,1141,N619AA,JFK,MIA,160,1089,5,40,2013-01-01T10:00:00Z
2013,1,1,557,600,-3,709,723,-14,EV,5708,N829AS,LGA,IAD,53,229,6,0,2013-01-01T11:00:00Z
2013,1,1,558,600,-2,924,917,7,UA,194,N29129,JFK,LAX,345,2475,6,0,2013-01-01T11:00:00Z
2013,1,1,615,615,0,1039,1100,-21,B6,709,N794JB,JFK,SJU,182,1598,6,15,2013-01-01T11:00:00Z
2013,1,1,624,630,-6,840,830,10,MQ,4599,N518MQ,LGA,MSP,166,1020,6,30,2013-01-01T11:00:00Z
2013,1,1,629,630,-1,824,810,14,AA,303,N3CYAA,LGA,ORD,140,733,6,30,2013-01-01T11:00:00Z
2013,1,1,733,736,-3,854,850,4,B6,44,N552JB,JFK,SYR,54,209,7,36,2013-01-01T12:00:00Z
2013,1,1,749,710,39,939,850,49,MQ,3737,N508MQ,EWR,ORD,148,719,7,10,2013-01-01T12:00:00Z
2013,1,1,752,759,-7,955,959,-4,US,1733,N543UW,LGA,CLT,96,544,7,59,2013-01-01T12:00:00Z
2013,1,1,800,800,0,1022,1014,8,DL,2119,N317US,LGA,MSP,171,1020,8,0,2013-01-01T13:00:00Z
2013,1,1,805,800,5,1118,1106,12,B6,3,N570JB,JFK,FLL,165,1069,8,0,2013-01-01T13:00:00Z
2013,1,1,811,815,-4,1026,1016,10,US,675,N654AW,EWR,CLT,96,529,8,15,2013-01-01T13:00:00Z
2013,1,1,823,823,0,1151,1135,16,UA,1223,N39728,EWR,DFW,250,1372,8,23,2013-01-01T13:00:00Z
2013,1,1,825,827,-2,1058,1105,-7,B6,611,N292JB,JFK,JAX,130,828,8,27,2013-01-01T13:00:00Z
2013,1,1,833,835,-2,1134,1102,32,F9,835,N203FR,LGA,DEN,257,1620,8,35,2013-01-01T13:00:00Z
2013,1,1,846,845,1,1138,1205,-27,B6,553,N564JB,EWR,RSW,157,1068,8,45,2013-01-01T13:00:00Z
2013,1,1,848,851,-3,1155,1136,19,UA,1741,N27724,EWR,JAC,275,1874,8,51,2013-01-01T13:00:00Z
2013,1,1,857,905,-8,1107,1120,-13,DL,181,N321NB,LGA,DTW,110,502,9,5,2013-01-01T14:00:00Z
2013,1,1,857,900,-3,1124,1133,-9,DL,485,N371NB,EWR,ATL,125,746,9,0,2013-01-01T14:00:00Z
2013,1,1,920,920,0,1152,1125,27,MQ,4582,N527MQ,LGA,CLT,92,544,9,20,2013-01-01T14:00:00Z
2013,1,1,923,919,4,1026,1030,-4,B6,1004,N580JB,JFK,BOS,38,187,9,19,2013-01-01T14:00:00Z
2013,1,1,929,925,4,1220,1150,30,WN,766,N957WN,EWR,DEN,264,1605,9,25,2013-01-01T14:00:00Z
2013,1,1,930,905,25,1218,1209,9,UA,1148,N57439,EWR,TPA,149,997,9,5,2013-01-01T14:00:00Z
2013,1,1,931,930,1,1237,1238,-1,B6,375,N508JB,LGA,FLL,161,1076,9,30,2013-01-01T14:00:00Z
2013,1,1,933,904,29,1252,1210,42,B6,17,N579JB,JFK,FLL,170,1069,9,4,2013-01-01T14:00:00Z
2013,1,1,936,940,-4,1235,1251,-16,DL,2137,N975DL,LGA,TPA,159,1010,9,40,2013-01-01T14:00:00Z
2013,1,1,937,940,-3,1238,1235,3,B6,361,N615JB,LGA,PBI,154,1035,9,40,2013-01-01T14:00:00Z
2013,1,1,937,940,-3,1127,1120,7,WN,1807,N729SW,LGA,MKE,143,738,9,40,2013-01-01T14:00:00Z
2013,1,1,950,954,-4,1155,1142,13,EV,4681,N12567,EWR,STL,170,872,9,54,2013-01-01T14:00:00Z
2013,1,1,1003,1010,-7,1255,1320,-25,B6,503,N565JB,EWR,FLL,152,1065,10,10,2013-01-01T15:00:00Z
2013,1,1,1011,1001,10,1133,1128,5,EV,5736,N820AS,LGA,IAD,59,229,10,1,2013-01-01T15:00:00Z
2013,1,1,1028,1026,2,1350,1339,11,UA,1004,N76508,LGA,IAH,237,1416,10,26,2013-01-01T15:00:00Z
2013,1,1,1047,1050,-3,1401,1410,-9,DL,1275,N3748Y,JFK,SLC,295,1990,10,50,2013-01-01T15:00:00Z
2013,1,1,1053,1050,3,1402,1358,4,B6,373,N520JB,LGA,FLL,165,1076,10,50,2013-01-01T15:00:00Z
2013,1,1,1124,1100,24,1435,1431,4,B6,641,N590JB,JFK,SFO,349,2586,11,0,2013-01-01T16:00:00Z
2013,1,1,1125,1130,-5,1325,1332,-7,US,1085,N169UW,LGA,CLT,94,544,11,30,2013-01-01T16:00:00Z
2013,1,1,1132,1135,-3,1324,1330,-6,MQ,4553,N856MQ,LGA,CLE,89,419,11,35,2013-01-01T16:00:00Z
2013,1,1,1155,1200,-5,1517,1510,7,AA,3,N322AA,JFK,LAX,353,2475,12,0,2013-01-01T17:00:00Z
2013,1,1,1158,1200,-2,1256,1300,-4,WN,1568,N783SW,EWR,BWI,38,169,12,0,2013-01-01T17:00:00Z
2013,1,1,1219,1220,-1,1415,1415,0,AA,1757,N545AA,LGA,STL,161,888,12,20,2013-01-01T17:00:00Z
2013,1,1,1220,1220,0,1403,1340,23,WN,133,N254WN,EWR,MDW,142,711,12,20,2013-01-01T17:00:00Z
2013,1,1,1230,1235,-5,1440,1438,2,EV,5311,N741EV,EWR,DTW,108,488,12,35,2013-01-01T17:00:00Z
2013,1,1,1240,1235,5,1415,1415,0,MQ,4404,N828MQ,JFK,RDU,79,427,12,35,2013-01-01T17:00:00Z
2013,1,1,1301,1150,71,1518,1345,93,MQ,4646,N542MQ,LGA,MSP,170,1020,11,50,2013-01-01T16:00:00Z
2013,1,1,1315,1317,-2,1413,1423,-10,EV,4112,N13538,EWR,ALB,33,143,13,17,2013-01-01T18:00:00Z
2013,1,1,1318,1322,-4,1358,1416,-18,EV,4106,N19554,EWR,BDL,25,116,13,22,2013-01-01T18:00:00Z
2013,1,1,1320,1315,5,1602,1605,-3,B6,393,N537JB,LGA,MCO,140,950,13,15,2013-01-01T18:00:00Z
2013,1,1,1323,1300,23,1651,1608,43,DL,1185,N3736C,EWR,SLC,295,1969,13,0,2013-01-01T18:00:00Z
2013,1,1,1421,1430,-9,1724,1752,-28,DL,1531,N327NW,LGA,RSW,160,1080,14,30,2013-01-01T19:00:00Z
2013,1,1,1422,1425,-3,1748,1759,-11,UA,257,N502UA,JFK,SFO,362,2586,14,25,2013-01-01T19:00:00Z
2013,1,1,1431,1440,-9,1627,1616,11,UA,601,N849UA,EWR,CLE,91,404,14,40,2013-01-01T19:00:00Z
2013,1,1,1452,1457,-5,1753,1811,-18,B6,61,N292JB,JFK,FLL,162,1069,14,57,2013-01-01T19:00:00Z
2013,1,1,1455,1459,-4,1655,1645,10,B6,1053,N203JB,JFK,PIT,87,340,14,59,2013-01-01T19:00:00Z
2013,1,1,1500,1459,1,1809,1806,3,B6,377,N633JB,LGA,FLL,167,1076,14,59,2013-01-01T19:00:00Z
2013,1,1,1511,1500,11,1753,1742,11,DL,2347,N678DL,LGA,ATL,135,762,15,0,2013-01-01T20:00:00Z
2013,1,1,1513,1505,8,1714,1703,11,EV,4223,N13914,EWR,CLT,102,529,15,5,2013-01-01T20:00:00Z
2013,1,1,1520,1525,-5,1643,1655,-12,MQ,3823,N509MQ,JFK,DCA,57,213,15,25,2013-01-01T20:00:00Z
2013,1,1,1527,1455,32,1655,1628,27,B6,8,N607JB,JFK,BUF,66,301,14,55,2013-01-01T19:00:00Z
