year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,1,602,605,-3,821,805,16,MQ,4401,N730MQ,LGA,DTW,105,502,6,5,2013-01-01T11:00:00Z
2013,1,1,606,610,-4,837,845,-8,DL,1743,N3739P,JFK,ATL,128,760,6,10,2013-01-01T11:00:00Z
2013,1,1,622,630,-8,1017,1014,3,US,245,N807AW,EWR,PHX,342,2133,6,30,2013-01-01T11:00:00Z
2013,1,1,623,610,13,920,915,5,AA,1837,N3EMAA,LGA,MIA,153,1096,6,10,2013-01-01T11:00:00Z
2013,1,1,628,630,-2,1016,947,29,UA,1665,N33289,EWR,LAX,366,2454,6,30,2013-01-01T11:00:00Z
2013,1,1,639,640,-1,739,749,-10,B6,1002,N805JB,JFK,BOS,41,187,6,40,2013-01-01T11:00:00Z
2013,1,1,655,700,-5,1002,1020,-18,DL,2003,N997DL,LGA,MIA,161,1096,7,0,2013-01-01T12:00:00Z
2013,1,1,725,730,-5,1052,1040,12,AA,2083,N4WRAA,EWR,DFW,238,1372,7,30,2013-01-01T12:00:00Z
2013,1,1,732,645,47,1011,941,30,UA,1111,N37456,EWR,MCO,145,937,6,45,2013-01-01T11:00:00Z
2013,1,1,803,800,3,1132,1144,-12,UA,223,N510UA,JFK,SFO,369,2586,8,0,2013-01-01T13:00:00Z
2013,1,1,805,805,0,1015,1005,10,B6,219,N273JB,JFK,CLT,98,541,8,5,2013-01-01T13:00:00Z
2013,1,1,810,810,0,1048,1037,11,9E,3538,N915XJ,JFK,MSP,189,1029,8,10,2013-01-01T13:00:00Z
2013,1,1,822,830,-8,1014,1016,-2,EV,4104,N12540,LGA,CLE,91,419,8,30,2013-01-01T13:00:00Z
2013,1,1,826,715,71,1136,1045,51,AA,443,N3GVAA,JFK,MIA,160,1089,7,15,2013-01-01T12:00:00Z
2013,1,1,826,817,9,1145,1158,-13,UA,1480,N76522,EWR,SFO,357,2565,8,17,2013-01-01T13:00:00Z
2013,1,1,828,823,5,1150,1143,7,UA,1506,N76528,EWR,LAX,359,2454,8,23,2013-01-01T13:00:00Z
2013,1,1,840,845,-5,1053,1102,-9,DL,2304,N926DL,JFK,DTW,108,509,8,45,2013-01-01T13:00:00Z
2013,1,1,903,820,43,1045,955,50,MQ,4655,N532MQ,LGA,BNA,142,764,8,20,2013-01-01T13:00:00Z
2013,1,1,912,900,12,1241,1220,21,AA,647,N5CRAA,JFK,MIA,166,1089,9,0,2013-01-01T14:00:00Z
2013,1,1,914,900,14,1058,1043,15,UA,783,N810UA,EWR,CLE,85,404,9,0,2013-01-01T14:00:00Z
2013,1,1,929,929,0,1028,1042,-14,EV,4636,N11551,EWR,DCA,43,199,9,29,2013-01-01T14:00:00Z
2013,1,1,953,921,32,1320,1241,39,UA,222,N586UA,EWR,LAX,346,2454,9,21,2013-01-01T14:00:00Z
2013,1,1,1030,1035,-5,1229,1246,-17,EV,4277,N11189,EWR,CHS,100,628,10,35,2013-01-01T15:00:00Z
2013,1,1,1032,1035,-3,1305,1250,15,EV,4180,N13955,EWR,IND,135,645,10,35,2013-01-01T15:00:00Z
2013,1,1,1042,1040,2,1325,1326,-1,B6,31,N529JB,JFK,MCO,142,944,10,40,2013-01-01T15:00:00Z
2013,1,1,1047,1055,-8,1359,1405,-6,AA,739,N3AVAA,LGA,DFW,230,1389,10,55,2013-01-01T15:00:00Z
