year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,1,554,600,-6,812,837,-25,DL,461,N668DN,LGA,ATL,116,762,6,0,2013-01-01T11:00:00Z
2013,1,1,558,600,-2,753,745,8,AA,301,N3ALAA,LGA,ORD,138,733,6,0,2013-01-01T11:00:00Z
2013,1,1,602,610,-8,812,820,-8,DL,1919,N971DL,LGA,MSP,170,1020,6,10,2013-01-01T11:00:00Z
2013,1,1,637,645,-8,930,935,-5,B6,389,N709JB,LGA,MCO,144,950,6,45,2013-01-01T11:00:00Z
2013,1,1,643,646,-3,922,940,-18,UA,556,N497UA,EWR,PBI,146,1023,6,46,2013-01-01T11:00:00Z
2013,1,1,652,655,-3,932,921,11,B6,117,N178JB,JFK,MSY,191,1182,6,55,2013-01-01T11:00:00Z
2013,1,1,727,730,-3,959,952,7,UA,1162,N37462,EWR,DEN,254,1605,7,30,2013-01-01T12:00:00Z
2013,1,1,728,732,-4,1041,1038,3,UA,473,N488UA,LGA,IAH,238,1416,7,32,2013-01-01T12:00:00Z
2013,1,1,732,729,3,1041,1039,2,B6,1601,N563JB,LGA,RSW,167,1080,7,29,2013-01-01T12:00:00Z
2013,1,1,739,745,-6,918,930,-12,AA,309,N4WPAA,LGA,ORD,137,733,7,45,2013-01-01T12:00:00Z
2013,1,1,821,825,-4,932,945,-13,MQ,4418,N846MQ,JFK,DCA,52,213,8,25,2013-01-01T13:00:00Z
2013,1,1,829,830,-1,1117,1140,-23,UA,1592,N75425,EWR,MCO,145,937,8,30,2013-01-01T13:00:00Z
2013,1,1,831,835,-4,1021,1039,-18,EV,4412,N13969,EWR,MYR,92,550,8,35,2013-01-01T13:00:00Z
2013,1,1,848,1835,853,1001,1950,851,MQ,3944,N942MQ,JFK,BWI,41,184,18,35,2013-01-01T23:00:00Z
2013,1,1,851,840,11,1215,1206,9,UA,1626,N39297,EWR,SAN,367,2425,8,40,2013-01-01T13:00:00Z
2013,1,1,852,855,-3,1046,1020,26,WN,3848,N777QC,EWR,MDW,146,711,8,55,2013-01-01T13:00:00Z
2013,1,1,857,900,-3,1516,1530,-14,HA,51,N380HA,JFK,HNL,659,4983,9,0,2013-01-01T14:00:00Z
2013,1,1,920,905,15,1039,1025,14,B6,1305,N346JB,JFK,IAD,52,228,9,5,2013-01-01T14:00:00Z
2013,1,1,926,929,-3,1404,1421,-17,B6,215,N775JB,EWR,SJU,191,1608,9,29,2013-01-01T14:00:00Z
2013,1,1,936,945,-9,1257,1309,-12,DL,1903,N900DE,LGA,SRQ,169,1047,9,45,2013-01-01T14:00:00Z
2013,1,1,940,945,-5,1119,1130,-11,AA,319,N4WJAA,LGA,ORD,133,733,9,45,2013-01-01T14:00:00Z
2013,1,1,941,945,-4,1300,1258,2,B6,679,N806JB,JFK,LAX,352,2475,9,45,2013-01-01T14:00:00Z
2013,1,1,1010,1015,-5,1225,1214,11,US,1441,N712US,JFK,CLT,97,541,10,15,2013-01-01T15:00:00Z
2013,1,1,1021,1023,-2,1254,1252,2,FL,347,N942AT,LGA,ATL,129,762,10,23,2013-01-01T15:00:00Z
2013,1,1,1038,1030,8,1223,1202,21,UA,985,N423UA,EWR,ORD,149,719,10,30,2013-01-01T15:00:00Z
2013,1,1,1044,1045,-1,1352,1351,1,UA,455,N667UA,EWR,IAH,229,1400,10,45,2013-01-01T15:00:00Z
2013,1,1,1058,1100,-2,1210,1216,-6,US,2171,N951UW,LGA,DCA,50,214,11,0,2013-01-01T16:00:00Z
2013,1,1,1133,1129,4,1440,1437,3,B6,133,N652JB,JFK,RSW,168,1074,11,29,2013-01-01T16:00:00Z
2013,1,1,1153,1123,30,1454,1425,29,B6,1,N552JB,JFK,FLL,167,1069,11,23,2013-01-01T16:00:00Z
2013,1,1,1154,1200,-6,1452,1430,22,MQ,4658,N8EGMQ,LGA,ATL,141,762,12,0,2013-01-01T17:00:00Z
2013,1,1,1219,1225,-6,1451,1500,-9,DL,1715,N342NB,LGA,MSY,195,1183,12,25,2013-01-01T17:00:00Z
2013,1,1,1231,1238,-7,1449,1446,3,DL,1131,N920DL,LGA,DTW,108,502,12,38,2013-01-01T17:00:00Z
2013,1,1,1238,1240,-2,1410,1405,5,WN,564,N297WN,LGA,MKE,137,738,12,40,2013-01-01T17:00:00Z
2013,1,1,1245,1249,-4,1722,1800,-38,DL,315,N670DN,JFK,SJU,188,1598,12,49,2013-01-01T17:00:00Z
2013,1,1,1258,1308,-10,1532,1537,-5,FL,348,N717JL,LGA,ATL,128,762,13,8,2013-01-01T18:00:00Z
2013,1,1,1337,1220,77,1649,1531,78,B6,673,N636JB,JFK,LAX,352,2475,12,20,2013-01-01T17:00:00Z
2013,1,1,1341,1345,-4,1709,1705,4,AA,117,N339AA,JFK,LAX,362,2475,13,45,2013-01-01T18:00:00Z
