x,y
1.002165349200368,3.17985911344526
4.762328393757343,10.542207627995712
2.6438452722504735,9.032209606794577
4.772488594055176,11.804109972113377
3.2108448585495353,6.206503097460742
4.320530133321881,9.02146721073533
4.797827162779868,10.845212298279185
4.645911313593388,10.679803890622662
1.7425710763782263,3.3986330360392016
3.7821578783914447,9.17628799734514
1.239247708581388,4.774749717225598
3.67031532805413,8.160617967526152
3.1137040676549077,6.436791162514615
2.9030648404732347,6.937038826104095
2.2489129155874252,5.799631569535385
4.261162152513862,9.362259442385973
1.5489759128540754,4.146890307714759
4.73824642971158,12.302507274340616
2.4399551041424274,8.086063995775106
1.5528604965656996,3.219416235210666
4.1100351475179195,9.034839716042967
2.204306005500257,6.955718447116226
4.75742348190397,9.607961278370636
1.3297033095732331,1.226050852396893
1.477082354016602,2.7809217167143814
1.7895269524306059,3.128891076793251
2.824616527184844,7.323320930280843
3.277136298827827,7.827716675080364
2.030727341771126,4.9151947011047445
2.3494450598955154,4.292562168185167
2.8746925089508295,5.5893703393202
4.699291332624853,8.898360483576505
3.3815975738689303,7.8358402879290345
2.913776178844273,8.431514744107293
4.534930821508169,9.145852060493649
2.0825991202145815,4.8183598828775205
2.6031075790524483,5.922481556816305
1.941602443344891,5.532808353604815
4.135156927630305,7.072079016349748
2.9391457429155707,6.56449894793604
1.017799180932343,1.9842918718012459
1.4636094141751528,2.7776991122305428
4.450366540811956,10.329697923453251
1.5602697022259235,2.8118894848221654
1.4146599126979709,3.6901195578077224
1.6841408843174577,5.164784851717076
3.2755872840061784,9.328991854653692
1.0218845633789897,3.8599690913299263
2.258856015279889,3.656418841189674
2.1388992685824633,6.376204058772467
4.720201602205634,11.713518135002065
4.33840717561543,10.250674047008037
2.9144423147663474,7.324076110518549
1.4667361238971353,4.885557876493646
4.099448781460524,7.984847849980158
4.533860458992422,10.695310131319436
1.6258914042264223,4.950123052226081
3.7451086109504104,8.19653582015815
4.707301013171673,9.771561551405728
2.7174425572156906,7.286575457307788
1.9137815218418837,3.9549477095093892
4.816496734507382,12.394678691062111
1.344688436947763,3.984888191823985
1.1170944012701511,4.011670287338565
4.230408925563097,9.375160096157305
4.1180047476664186,9.488476314563568
3.442443032748997,10.108000283020363
2.46580296382308,5.853504653094283
2.8078267704695463,6.96100843995698
1.744626029394567,3.364886908223089
4.306187463924289,9.016613924294065
3.055367633700371,7.660388478787323
3.9005832485854626,9.271790462192532
2.9112067306414247,7.122270720234509
2.751025232486427,6.770489157504914
2.908655152656138,5.5111934546925925
1.4563605627045035,4.859389472501989
3.2382679358124733,8.786218704153367
4.310206118971109,7.6365268668466975
1.6613677982240915,5.352981771177152
3.0910491291433573,5.752640467795227
3.0883467979729176,7.673655564270386
3.213926674798131,6.56249381423293
4.475368863902986,10.63031392782833
1.809839810244739,4.368580021935296
3.513659892603755,7.417569643627409
4.629385002888739,11.956937120450872
1.8582564843818545,5.243267105617017
1.991481858305633,5.046624822325788
3.0506756510585546,7.26592427596071
4.446424400433898,10.451893486696115
1.5206656903028488,2.7326408609166073
1.0706206047907472,1.9208920750289333
1.7329322211444378,5.770678575353428
1.987320901826024,6.289845769823263
1.0945362793281674,3.2844155233984997
4.506256480701268,11.069508065213645
2.9026852566748857,7.052843938185047
3.886952105909586,8.1480406066675
1.508876751177013,4.1574400626470975
