x,y
1.0181246800348163,3.5874865608535984
2.9242772748693824,7.685346724170788
1.6842231312766671,4.149370164064845
2.4889512890949845,5.605100985751584
4.537350110709667,11.219363782943084
2.480589863844216,4.317561737395213
1.614126737229526,3.2911007423585095
2.1601146329194307,5.17256496114173
3.7241382487118244,9.4221287806128
3.738889149390161,9.201663399330016
2.8700979379937053,5.66345622405823
2.7431455636397004,6.527680245165716
2.01708260551095,4.075248880039255
4.765988316386938,11.773654096952693
4.79399333614856,9.525920414198549
3.722657728008926,6.978990259423536
2.632363960146904,7.569132378025785
4.265618300996721,9.809831848824237
2.530614009127021,5.6674465710986315
3.2744946982711554,5.557446661254513
1.567372415214777,4.304032682479837
4.8476178999990225,12.112975180022154
1.9120351858437061,5.9182383949120405
1.0982939349487424,1.9351353266489997
4.203507854603231,10.39176721369618
2.5609444323927164,6.749929833422135
2.558427356183529,8.672101568178082
2.719230600632727,5.6973907789777405
1.5271198330447078,4.22532203704902
4.761557416059077,10.311231477567883
1.8480376414954662,6.253077387360544
3.5204776069149375,8.200785659720548
4.359109476208687,9.636040033861647
3.213852525688708,7.1389496593920905
3.6263330625370145,6.420581231875728
2.895390468649566,7.903428569368774
3.6693993164226413,10.11979360212796
3.030377463437617,7.6440394961020495
1.7637262344360352,4.504723113985047
4.849943214096129,11.027621394799096
2.839663550257683,7.331231930192551
4.553666083142161,9.464503389740058
1.9630178231745958,4.889085503894521
4.859991488046944,8.461432980062387
1.2370045017451048,5.039216308535875
1.2708467934280634,3.4661673176196133
3.839803284034133,8.410578339796988
4.944954815320671,10.810007598705601
3.4481057096272707,7.691637977740165
1.6555071687325835,4.159987456740783
2.680969038978219,7.108671169332858
4.985422036610544,10.297967873189524
4.594795202836394,10.328756845553269
3.0299676079303026,5.832871038866609
1.9414726756513119,6.708975396766559
3.7079579634591937,5.923172486118734
1.2242629509419203,4.42533395314572
4.922065767459571,13.30901223944079
3.175465469248593,8.226893828092782
1.5175101663917303,3.5177438460698824
4.190239478833973,9.464285170820835
2.5315108876675367,5.429079460677743
4.677184460684657,8.528540336654908
1.6454590801149607,3.554155495500236
3.9598325584083796,7.733145046187703
4.750253977254033,11.20232561405056
1.4760245773941278,5.866071609143779
4.271392235532403,9.98678504869954
3.5199126843363047,8.295301490934408
1.5717558106407523,3.0647684602806424
1.5641263891011477,5.513200572851068
3.547199017368257,8.599659820742046
3.558621876873076,7.925923847339402
4.833100499585271,11.243471421166007
3.1324213296175003,7.717022908717086
2.775115931406617,7.590939665330051
3.2837872123345733,6.627881090087986
1.2983478400856256,4.355154354084869
3.8429862586781383,9.531715162813246
4.1521335653960705,10.22630422238192
4.842633607797325,10.000757398663467
2.623261597007513,7.3394073018925665
3.8975100945681334,8.118202220870776
3.1107819629833102,8.565842084249361
2.015456287190318,3.3004507242067826
1.529674792662263,3.660805158460964
1.1568221300840378,3.9866355957253568
2.954957213252783,7.247270035676976
4.506197274662554,10.291710543616585
3.6077207177877426,7.521382886131914
3.5640610195696354,6.373191596789352
1.4541887883096933,3.112523468776621
3.650699146091938,8.523940322689237
1.3459903057664633,2.425450437715738
1.6471325224265456,5.768662098883854
1.3937145927920938,2.347176778856341
1.3604662017896771,4.328144014440392
4.835648938082159,10.053089215842641
2.2675119303166866,6.108659629341619
3.321577448397875,7.59178344281102
